store_name,store_company_by_GPT
SPEEDEE MART / AVOCA,SPEEDEE MART
EDDY'S LIQUORS / ALTA,EDDY'S LIQUORS
LAKELAND EZ STOP / RUTHVEN,LAKELAND EZ STOP
PRIME MART - CEDAR FALLS,PRIME MART
16TH AVE BP / CEDAR RAPIDS,16TH AVE BP
1ST AVE BP / CEDAR RAPIDS,1ST AVE BP
CEDAR RAPIDS BP,CEDAR RAPIDS BP
CASEY'S GENERAL STORE #3899 / CEDAR RAPIDS,CASEY'S GENERAL STORE
TOBACCO OUTLET PLUS #530 / AMES,TOBACCO OUTLET PLUS
JOHNSON AVE BP / CEDAR RAPIDS,JOHNSON AVE BP
OLD MARION RD BP / CEDAR RAPIDS,OLD MARION RD BP
CASEY'S GENERAL STORE #3898 / ANAMOSA,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #3900 / RIVERSIDE,CASEY'S GENERAL STORE
TOBACCO OUTLET PLUS #537 / IOWA CITY,TOBACCO OUTLET PLUS
OLD 34 GAS & GRILL / DANVILLE,OLD 34 GAS & GRILL
GOWRIE GROCERY,GOWRIE GROCERY
BP FUEL / DUBUQUE,BP FUEL
"LIQUOR, TOBACCO & GROCERY / DUBUQUE","LIQUOR, TOBACCO & GROCERY"
BP FUEL / WATERLOO,BP FUEL
YOUR PRIVATE BAR / URBANDALE,YOUR PRIVATE BAR
CASEY'S GENERAL STORE #1938 / ALTOONA,CASEY'S
CASEY'S GENERAL STORE #63 / ROCK RAPIDS,CASEY'S
CASEY'S GENERAL STORE #62 / POMEROY,CASEY'S
CASEY'S GENERAL STORE #1798 / FOREST CITY,CASEY'S
CASEY'S GENERAL STORE #3032 / CHARITON,CASEY'S
CASEY'S GENERAL STORE #1499 / CHARITON,CASEY'S
CASEY'S GENERAL STORE #22 / CHARITON,CASEY'S
CASEY'S GENERAL STORE #1728 / RED OAK,CASEY'S
CASEY'S GENERAL STORE #1496 / RED OAK,CASEY'S
CASEY'S GENERAL STORE #3288 / BLUE GRASS,CASEY'S
KUM & GO #7701 / DES MOINES,KUM & GO
PONY CREEK LIQUOR / GLENWOOD,PONY CREEK LIQUOR
CASEY'S GENERAL STORE #1623 / INDIANOLA,CASEY'S
CASEY'S GENERAL STORE #1908 / INDIANOLA,CASEY'S
CASEY'S GENERAL STORE #14 / CARLISLE,CASEY'S
CASEY'S GENERAL STORE #1676 / CARLISLE,CASEY'S
CASEY'S GENERAL STORE #2422 / CRESTON,CASEY'S
CASEY'S GENERAL STORE #2305 / BELMOND,CASEY'S
CASEY'S GENERAL STORE #2460 / ALGONA,CASEY'S
CASEY'S GENERAL STORE #2665 / WOODBINE,CASEY'S
CASEY'S GENERAL STORE #2527 / SHELDON,CASEY'S
CASEY'S GENERAL STORE #3244 / URBANDALE,CASEY'S
CASEY'S GENERAL STORE #6 / ALTOONA,CASEY'S
CASEY'S GENERAL STORE #1997 / WAUKON,CASEY'S
CASEY'S GENERAL STORE #3214 / OSKALOOSA,CASEY'S
CASEY'S GENERAL STORE #2350 / OSKALOOSA,CASEY'S
CASEY'S GENERAL STORE #2366 / OSKALOOSA,CASEY'S
CASEY'S GENERAL STORE #2479 / NORTH LIBERTY,CASEY'S
CASEY'S GENERAL STORE #1527 / GRINNELL,CASEY'S
CASEY'S GENERAL STORE #1134 / GRINNELL,CASEY'S
CASEY'S GENERAL STORE #1610 / KNOXVILLE,CASEY'S
CASEY'S GENERAL STORE #1827 / KNOXVILLE,CASEY'S
CASEY'S GENERAL STORE #1894 / SPENCER,CASEY'S
CASEY'S GENERAL STORE #3396 / SIGOURNEY,CASEY'S
HAWKEYE SMOKE AND LIQUOR / IOWA CITY,HAWKEYE SMOKE AND LIQUOR
SUPER STOP LIQUOR AND WINE / ALTOONA,SUPER STOP
CASEY'S GENERAL STORE #1328 / ESTHERVILLE,CASEY'S
CASEY'S GENERAL STORE #1714 / FAIRFIELD,CASEY'S
CASEY'S GENERAL STORE #2771 / CEDAR RAPIDS,CASEY'S
PORTERS CONVENIENCE 66 / CLINTON,PORTER'S
CASEY'S GENERAL STORE #1131 / DYSART,CASEY'S
CASEY'S GENERAL STORE #2597 / SLOAN,CASEY'S
CASEY'S GENERAL STORE #2298 / AMES,CASEY'S
CASEY'S GENERAL STORE #2659 / COLUMBUS JUNCTION,CASEY'S
CASEY'S GENERAL STORE #2865 / CEDAR FALLS,CASEY'S
CASEY'S GENERAL STORE #2635 / JOHNSTON,CASEY'S
CASEY'S GENERAL STORE #1910 / JOHNSTON,CASEY'S
TARGET STORE T-3374 / IOWA CITY,TARGET
CASEY'S GENERAL STORE #1081 / FONTANELLE,CASEY'S
CASEY'S GENERAL STORE #1084 / EVANSDALE,CASEY'S
CASEY'S GENERAL STORE #2437 / MASON CITY,CASEY'S
CASEY'S GENERAL STORE #1893 / MASON CITY,CASEY'S
MILL STREET LIQUOR / LAKE MILLS,MILL STREET LIQUOR
CASEY'S GENERAL STORE #1621 / MASON CITY,CASEY'S
CASEY'S GENERAL STORE #19 / MASON CITY,CASEY'S
CASEY'S GENERAL STORE #2467 / CLARINDA,CASEY'S
CASEY'S GENERAL STORE #2458 / MASON CITY,CASEY'S
CASEY'S GENERAL STORE - #2532,CASEY'S
CASEY'S GENERAL STORE #3888 / ANKENY,CASEY'S
I TOWNER STOP / INDIANOLA,I TOWNER STOP
CASEY'S GENERAL STORE #2315 / CORYDON,CASEY'S
TERRY'S FOOD CENTER / DYSART,TERRY'S FOOD CENTER
VALLEY WEST CORNER STORE / WDM,VALLEY WEST CORNER STORE
CASEY'S GENERAL STORE #1589 / GRUNDY CENTER,CASEY'S
MOD / KEOKUK,MOD
EDDYVILLE TRAVEL PLAZA BP,EDDYVILLE TRAVEL PLAZA
CASEY'S GENERAL STORE #2686 / FORT DODGE,CASEY'S
CASEY'S GENERAL STORE #50 / MOVILLE,CASEY'S
CASEY'S GENERAL STORE #1564 / MARSHALLTOWN,CASEY'S
CASEY'S GENERAL STORE #1167 / HOLSTEIN,CASEY'S
CASEY'S GENERAL STORE #2477 / LE MARS,CASEY'S
THREE DOORS DOWN LIQUOR,THREE DOORS DOWN
BOOTLEGGING BARZINIS,BOOTLEGGING BARZINIS
SUPER MART / OELWEIN,SUPER MART
CASEY'S GENERAL STORE #3332 / MURRAY,CASEY'S
CASEY'S GENERAL STORE #2880 / WATERLOO,CASEY'S
CASEY'S GENERAL STORE #2879 / WATERLOO,CASEY'S
LIQUOR DOWNTOWN / IOWA CITY,LIQUOR DOWNTOWN
COUNTRYSIDE MARKET / MINDEN,COUNTRYSIDE MARKET
CASEY'S GENERAL STORE #3904 / MANNING,CASEY'S
CASEY'S GENERAL STORE #2297 / WDM,CASEY'S
KUM & GO #3156 / CLIVE,KUM & GO
CASEY'S GENERAL STORE #2150 / WDM,CASEY'S
CORNER STOP / WASHINGTON,CORNER STOP
MOD / FORT MADISON,MOD
CASEY'S GENERAL STORE #1130 / REINBECK,CASEY'S
CASEY'S GENERAL STORE #2539 / SHENANDOAH,CASEY'S
CASEY'S GENERAL STORE #1712 / SHENANDOAH,CASEY'S
CASEY'S GENERAL STORE #2568 / NORWALK,CASEY'S
LIBERTY VIEW WINE & SPIRITS / NORTH LIBERTY,LIBERTY VIEW WINE & SPIRITS
CASEY'S GENERAL STORE #1428 / MILO,CASEY'S
CASEY'S GENERAL STORE #2770 / MARION,CASEY'S
KUM & GO #0731 / DES MOINES,KUM & GO
PANTHER TRAVEL CENTER / CEDAR FALLS,PANTHER TRAVEL CENTER
CASEY'S GENERAL STORE #1793 / IOWA FALLS,CASEY'S
A TO Z LIQUOR / CHEROKEE,A TO Z LIQUOR
KARLS GROCERY / EDGEWOOD,KARLS GROCERY
CASEY'S GENERAL STORE #2406 / PLEASANT HILL,CASEY'S
CASEY'S GENERAL STORE #2676 / DES MOINES,CASEY'S
SUPER SAVER LIQUOR / DAVENPORT,SUPER SAVER LIQUOR
UNITED WINE & LIQUOR / CEDAR FALLS,UNITED
FAST AVE ONE STOP / MUSCATINE,FAST AVE
STAR CONVENIENCE / FORT DODGE,STAR
BIG 10 MART #12 / DUBUQUE,BIG 10
BIG 10 MART #11 / DUBUQUE,BIG 10
A&Z LIQUORS / HAMPTON,A&Z
PEARL CITY TOBACCO & LIQUOR OUTLET / MUSCATINE,PEARL CITY
TOBACCO OUTLET PLUS #560 / CEDAR RAPIDS,TOBACCO OUTLET PLUS
HILL COUNTRY CONVENIENCE STORE / COLESBURG,HILL COUNTRY
HAMPTON LIQUOR & TOBACCO / HAMPTON,HAMPTON
SHOP N SAVE NEWTON,SHOP N SAVE
G CORNER / CEDAR FALLS,G
KUM & GO #0185 / BONDURANT,KUM & GO
CHEEMA GAS AND LIQUORS / NEW SHARON,CHEEMA
CIRCLE K / WDM,CIRCLE K
CASEY'S #2654 / STUART,CASEY'S
NEIGHBORHOOD LIQUOR AND SMOKES / AMES,NEIGHBORHOOD
CIRCLE K #22654123 / BOONE,CIRCLE K
CIRCLE K #22654122 / BOONE,CIRCLE K
KUM & GO #7706 / AMES,KUM & GO
SMOKER'S GENIE / WAUKEE,SMOKER'S GENIE
NEW STARR / FORT DODGE,NEW STARR
CIRCLE K #22654124 / PERRY,CIRCLE K
CIRCLE K #22654125 / PERRY,CIRCLE K
HAWKEYE LIQUOR & TOBACCO / IOWA CITY,HAWKEYE
A&S FOOD AND GAS / DAVENPORT,A&S
CASEY'S #2741 / SIDNEY,CASEY'S
LIQUOR TOBACCO OUTLET / FORT DODGE,LIQUOR TOBACCO OUTLET
BREW OIL #41 / ALBERT CITY,BREW OIL
BREW OIL #51 / SANBORN,BREW OIL
BREW OIL #40 / SPENCER,BREW OIL
BREW OIL #29 / EMMETSBURG,BREW OIL
MOES MART #3 / COUNCIL BLUFFS,MOES MART
BREW OIL #26 / POCAHONTAS,BREW OIL
BREW OIL #53 / SIBLEY,BREW OIL
BREW OIL #50 / HARTLEY,BREW OIL
BREW OIL #33 / STORM LAKE,BREW OIL
BREW OIL #42,BREW OIL
MOES MART #4 / COUNCIL BLUFFS,MOES MART
DOUBLE D LIQUOR STORE / WAUKON,DOUBLE D
MOES MART #11 / SIOUX CENTER,MOES MART
MOES MART #12 / HOSPERS,MOES MART
MOES MART #13 / CASEY,MOES MART
STAN'S CORNER / LAKE PARK,STAN'S
CASEY'S #3920 / MOUNT PLEASANT,CASEY'S
TOBACCO OUTLET PLUS #561 / CEDAR FALLS,TOBACCO OUTLET PLUS
FAREWAY STORES #212 / COLFAX,FAREWAY STORES
CASH SAVER #33 / DES MOINES,CASH SAVER
ALLCOOL LIQUORS / WDM,ALLCOOL
CRESCO MART,CRESCO
LIQUOR TOBACCO & VAPE / MANCHESTER,LIQUOR TOBACCO & VAPE
PRESTON COUNTRY STORE,PRESTON
GATEWAY MART / CLINTON,GATEWAY
CASH SAVER #34 / DES MOINES,CASH SAVER
CORNER MART / MARION,CORNER
LANE'S CORNER STORE / WATERLOO,LANE'S
EAST END LIQUOR / DES MOINES,EAST END
HIWAY 20 LIQUOR AND TOBACCO / FORT DODGE,HIWAY 20
LEEDS FOOD N FUEL / SIOUX CITY,LEEDS
DUBUQUE WINE & SPIRITS,DUBUQUE
LINCOLN FARM AND HOME 3 / PACIFIC JUNCTION,LINCOLN FARM AND HOME
AKRON STOP / ALGONA,AKRON
KIRKWOOD LIQUOR AND TOBACCO / IOWA CITY,KIRKWOOD
URBAN FUEL EXPRESS / IOWA CITY,URBAN FUEL
SUPER SAVER TOBACCO & LIQUOR / DAVENPORT,SUPER SAVER
ROYAL FOOD & LIQUOR / DES MOINES,ROYAL FOOD & LIQUOR
KJ'S CONVENIENCE & DELI / MAQUOKETA,KJ'S
HOMETOWN WINE & SPIRITS / OSKALOOSA,HOMETOWN
NORTHSIDE LIQUOR AND GROCERY / MASON CITY,NORTHSIDE
THE DEPOT VAN HORNE,THE DEPOT
HIWAY 20 LIQUOR & TOBACCO / WEBSTER CITY,HIWAY 20
BANI'S / CEDAR FALLS,BANI'S
BEER ON FLOYD / SIOUX CITY,BEER ON FLOYD
OELWEIN LIQUOR,OELWEIN
THE DEPOT GILMAN,THE DEPOT
UNIVERSITY LIQUORS / WDM,UNIVERSITY
HAWKEYE SMOKE SHOP / FAIRFIELD,HAWKEYE
OSKALOOSA WATERING HOLE,OSKALOOSA
OFF CAMPUS BEER AND SPIRITS / AMES,OFF CAMPUS
DOWNTOWN SINCLAIR / FORT DODGE,DOWNTOWN SINCLAIR
LUXEMBURG LIQUOR TOBACCO & GAS,LUXEMBURG
OKOBOJI GAS COMPANY / MILFORD,OKOBOJI
HAWKS SMOKE SHOP / MARION,HAWKS
OELWEIN LIQUOR & VAPE,OELWEIN
STRAWBERRY FOOD,STRAWBERRY
DANNYS TOBACCO & LIQUOR / GUTTENBERG,DANNYS
SPEEDEE MART 1515 / COUNCIL BLUFFS,SPEEDEE MART
BREW OIL #32 / SPENCER,BREW OIL
JACK & JILL STORE / WEST BRANCH,JACK & JILL
CASEY'S GENERAL STORE #4 / DES MOINES,CASEY'S
BP TO GO / HIAWATHA,BP
MINI-MART / INDEPENDENCE,MINI-MART
MALCOM GAS & FOOD / MALCOM,MALCOM
MINI-MART / CEDAR FALLS,MINI-MART
HY-VEE DOLLAR FRESH / MAQUOKETA,HY-VEE
BP TO GO - 1010  / MARION,BP
BREW OIL #11 / BOYDEN,BREW OIL
HY-VEE GAS #2 / CORALVILLE,HY-VEE
BP TO GO - 250 / CEDAR RAPIDS,BP
BP TO GO - 1581 / CEDAR RAPIDS,BP
SAVE MORE SUPER MARKET / DAVENPORT,SAVE MORE
MILL CREEK LIQUORS / PAULLINA,MILL CREEK
SPARKY'S ONE STOP / LAKE VIEW,SPARKY'S
HY-VEE DOLLAR FRESH / MANCHESTER,HY-VEE
HAWKS LIQUOR & TOBACCO / CORALVILLE,HAWKS
HY-VEE FAST AND FRESH #2 / WAUKEE,HY-VEE
HY-VEE DOLLAR FRESH / NEVADA,HY-VEE
DT LIQUOR LLC / DEWITT,DT LIQUOR
GOPUFF / NORTH LIBERTY,GOPUFF
MOUNT PLEASANT FOOD & LIQUOR / MT PLEASANT,MOUNT PLEASANT
THE LIQUOR CABINET / CLIVE,THE LIQUOR CABINET
BLIND PIG COCKTAIL BODEGA / WEST DES MOINES,BLIND PIG
HY-VEE C STORE / MT. PLEASANT,HY-VEE
XO FOOD & LIQUOR / WATERLOO,XO
WORLD LIQUOR & TOBACCO + VAPORS / WAUKEE,WORLD
DEPOT LIQUOR & GROCERY / MARSHALLTOWN,DEPOT
MEGA SAVER / COUNCIL BLUFFS,MEGA SAVER
EAST SIDE LIQUOR & GROCERY / MARSHALLTOWN,EAST SIDE
DUBUQUE TOBACCO & GROCERY / DUBUQUE,DUBUQUE TOBACCO
HY-VEE FAST AND FRESH / GRIMES,HY-VEE
HY-VEE / GRIMES,HY-VEE
BAILEY'S CONVENIENCE / SIOUX CITY,BAILEY'S
MCELROY'S FOOD / WINTHROP,MCELROY'S
HAMPTON CROSSROADS / HAMPTON,HAMPTON CROSSROADS
CASEY'S #3934 / ANKENY,CASEY'S
MARLE HAY LIQUOR & SMOKE / DES MOINES,MARLE HAY
TODD'S SHELL / ROCK RAPIDS,TODD'S
BOJI JUNCTION / MILFORD,BOJI JUNCTION
PRIME WINE AND SPIRITS / MASON CITY,PRIME
HY-VEE DOLLAR FRESH / ORANGE CITY,HY-VEE
MID TOWN LIQUOR & VAPE / MASON CITY,MID TOWN
DAY BREAK / WHEATLAND,DAY BREAK
ROCK C LIQUOR & WINE & TOBACCO / IOWA FALLS,ROCK C
OELWEIN LIQUOR TOBACCO & GAS / OELWEIN,OELWEIN
BEER THIRTY STORM LAKE / STORM LAKE,BEER THIRTY
KWIK STAR #1154 / SHELDON,KWIK STAR
QUICK STOP / CEDAR RAPIDS,QUICK STOP
WORLD LIQUOR & TOBACCO + VAPORS / ADEL,WORLD
WESTSIDE SPIRITS / CEDAR RAPIDS,WESTSIDE
WASHINGTON LIQUOR AND TOBACCO OUTLET / WASHINGTON,WASHINGTON
LARCHWOOD QUICK STOP / LARCHWOOD,LARCHWOOD
RACEWAY 80 / NEWTON,RACEWAY
RAYMOND'S STATION / GARWIN,RAYMOND'S
WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,WALL TO WALL
HY-VEE DOLLAR FRESH / INDEPENDENCE,HY-VEE
KWIK STAR #1146 / CEDAR RAPIDS,KWIK STAR
ANKENY WINE AND SPIRITS / ANKENY,ANKENY
KWIK STAR #1142  / IOWA CITY,KWIK STAR
COLFAX-TRAVEL CENTER,COLFAX-TRAVEL
HY-VEE FAST AND FRESH / MARION,HY-VEE
STATION MART 2 / EVANSDALE,STATION MART
CEDAR RIDGE VINEYARDS,CEDAR RIDGE
MISSISSIPPI RIVER DISTILLERY,MISSISSIPPI RIVER
BROADBENT DISTILLERY,BROADBENT
IOWA DISTILLING COMPANY,IOWA DISTILLING
PARADISE DISTILLING COMPANY,PARADISE
IOWA LEGENDARY RYE,IOWA LEGENDARY
LONELY OAK DISTILLERY,LONELY OAK
CATS EYE DISTILLERY LLC,CATS EYE
"GREEN FROG DISTILLERY, LLC",GREEN FROG
TEMPLETON DISTILLING LLC,TEMPLETON
FOUNDRY DISTILLING COMPANY,FOUNDRY
S&B FARMS DISTILLERY,S&B FARMS
"AMERICAN HERITAGE DISTILLERS, LLC",AMERICAN HERITAGE
ROCK RIVER DISTILLATION COMPANY,ROCK RIVER
REVELTON DISTILLING COMPANY,REVELTON
ARTISAN GRAIN DISTILLERY,ARTISAN GRAIN
TYCOGA VINEYARD & WINERY,TYCOGA
CEDAR RIDGE,CEDAR RIDGE
MISSISSIPPI RIVER DISTILLING CO,MISSISSIPPI RIVER
JOHNSON BROTHERS WIRTZ,JOHNSON BROTHERS
SOUTHERN GLAZERS WINE & SPIRITS OF IOWA,SOUTHERN GLAZERS
DEHNER DISTILLERY,DEHNER
SWELL LIQUOR,SWELL LIQUOR
THOME ENTERPRISES LLC,THOME
LONELY OAK DISTILERY,LONELY OAK
"CATS EYE DISTILLERY, LLC",CATS EYE
DASH EVENTS LLC,DASH EVENTS
H&M Store,H&M
Nike Outlet,Nike
Zara,Zara
Adidas Originals,Adidas
Forever 21,Forever 21
Gap Factory,Gap
Levi's Store,Levi's
KUM & GO #24  PLEASANT HILL,KUM & GO
KUM & GO #216  AMES,KUM & GO
KUM & GO #214  AMES,KUM & GO
SELECT MART    GORDON DR,SELECT MART
MCELROY'S FOOD MARKET,MCELROY'S FOOD MARKET
CASEY'S GENERAL STORE #3854  / MANCHESTER,CASEY'S
'DA BOOZE BARN / WEST BEND,DA BOOZE BARN
